200000	1318	529000
200001	1404	505900
200002	7915	522800
200003	9628	530200
200004	9698	513800
200005	9608	515400
200006	2214	505600
200007	7801	468800
200008	8358	508600
200009	2400	508100
200010	1455	514100
200011	5370	502400
200012	9025	510100
200013	4302	526500
200014	7535	516200
200015	3868	514900
200016	7859	531300
200017	9041	524100
200018	6321	502900
200019	2376	510900
200020	9322	785726
200021	4379	510300
200022	6020	518000
200023	3866	528000
200024	5208	507900
200025	8650	508300
200026	2573	512000
200027	1626	525500
200028	3467	502700
200029	4091	512900
200030	9602	511200
200031	6030	529200
200032	9660	508400
200033	3490	514400
200034	2912	512000
200035	1310	503200
200036	1672	517600
200037	3251	511300
200038	7557	527500
200039	8662	503200
200040	4738	504600
200041	4237	510600
200042	6231	523100
200043	8304	523300
200044	6967	519200
200045	3250	515500
200046	1060	503300
200047	6839	317260
200048	6561	504900
200049	1536	500600
200050	2183	521600
200051	2813	528900
200052	6140	531800
200053	1227	538114
200054	3818	487200
200055	6430	508300
200056	7244	525500
200057	6569	527100
200058	4342	509000
200059	4995	528300
200060	4989	507600
200061	4788	508900
200062	1397	511000
200063	9968	523800
200064	1154	529400
200065	9675	512200
200066	7232	516500
200067	1758	500100
200068	7031	527600
200069	1713	523900
200070	2625	532300
200071	2970	522200
200072	9310	528400
200073	2924	523900
200074	2187	510300
200075	7620	528900
200076	1214	511100
200077	9280	505900
200078	6773	500200
200079	8577	527600
200080	5943	522000
200081	7506	517900
200082	8218	527500
200083	8809	514200
200084	6167	514100
200085	4294	527900
200086	4636	525200
200087	5105	512500
200088	2664	501200
200089	3761	505400
200090	4340	515500
200091	3586	502400
200092	2072	504500
200093	1247	524100
200094	6876	516000
200095	5153	532600
200096	3416	518200
200097	1038	524600
200098	2901	500500
200099	2885	526500
200100	6286	529800
200101	8657	523100
200102	3337	510700
200103	2684	501300
200104	3019	526800
200105	1638	513500
200106	8211	526100
200107	5094	512800
200108	2677	524800
200109	3848	520900
200110	7994	518100
200111	3904	522300
200112	9045	517400
200113	7222	511200
200114	8873	525800
200115	2467	513600
200116	9642	512000
200117	1667	518300
200118	5586	520900
200119	4578	532100
200120	1837	521200
200121	5828	529900
200122	6574	524300
200123	1600	514900
200124	1587	507800
200125	3652	524300
200126	9247	512800
200127	3599	501700
200128	8983	515900
200129	4579	527400
200130	9559	510300
200131	3986	506300
200132	4637	526100
200133	3059	527800
200134	5301	502900
200135	5916	505900
200136	9495	528400
200137	5170	508600
200138	3039	505800
200139	4119	517500
200140	6580	517300
200141	5331	501700
200142	2587	519300
200143	7262	530300
200144	1828	507300
200145	6341	530000
200146	4981	505300
200147	6739	524300
200148	3653	503200
200149	7514	505300
200150	4700	515400
200151	2850	509200
200152	3818	524000
200153	7753	507000
200154	9509	512100
200155	7387	518300
200156	1183	515700
200157	3268	524200
200158	8102	504700
200159	9940	525100
200160	6933	514500
200161	7843	513200
200162	3460	510000
200163	2741	510600
200164	3828	502400
200165	9815	507900
200166	3902	532300
200167	9859	518900
200168	3916	512900
200169	4464	522100
200170	3024	532600
200171	9702	503600
200172	5835	527700
200173	9952	504100
200174	6641	515000
200175	7706	522800
200176	5331	524600
200177	6365	509500
200178	2220	503900
200179	3033	527700
200180	3209	514200
200181	9923	532500
200182	8091	507800
200183	1375	500700
200184	3511	530100
200185	2904	523200
200186	1687	504400
200187	4613	514200
200188	1962	509600
200189	1278	522600
200190	1418	511200
200191	3424	516200
200192	5269	522000
200193	5060	523400
200194	6782	512900
200195	1679	528800
200196	5828	526200
200197	1438	515200
200198	9515	508000
200199	3624	507200
200200	7377	509000
200201	4312	517600
200202	1668	509200
200203	1467	513800
200204	7203	512900
200205	6551	502200
200206	3250	500300
200207	1677	519600
200208	2978	520300
200209	9720	532100
200210	9728	510500
200211	8534	521200
200212	1165	522700
200213	7599	528800
200214	2254	513600
200215	1387	514400
200216	6436	511100
200217	6801	517700
200218	3502	510600
200219	1630	520500
200220	9878	520400
200221	6946	501500
200222	3554	502600
200223	4145	503200
200224	7140	530400
200225	4312	517700
200226	8012	516200
200227	7479	501000
200228	9148	517800
200229	6054	519600
200230	5292	519000
200231	4939	519500
200232	6591	529100
200233	4659	508100
200234	6325	518600
200235	1726	508600
200236	1059	512000
200237	9352	518900
200238	8504	519100
200239	5229	524400
200240	6114	527200
200241	8909	500100
200242	9416	530200
200243	4649	518700
200244	4225	522500
200245	4093	505000
200246	4837	531700
200247	1806	508800
200248	1730	520100
200249	1277	511500
200250	2802	523500
200251	2636	506200
200252	5498	529800
200253	9225	525000
200254	6718	531200
200255	2889	530800
200256	9011	515300
200257	6295	504700
200258	5558	500400
200259	1437	514900
200260	4220	512000
200261	8409	507300
200262	2305	507100
200263	3612	522600
200264	1420	503600
200265	4528	522800
200266	4731	529200
200267	5568	530600
200268	3163	514700
200269	3964	528200
200270	4803	500900
200271	2572	524400
200272	4625	528900
200273	6357	528900
200274	2117	519100
200275	8562	517600
200276	5245	524000
